date_of_sale,address,postal_code,county,price,description
26/01/2021,"36 CEDARHURST ROAD, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€340,086.00",Second-Hand Dwelling house /Apartment
26/01/2021,"36 HAZELGROVE COURT, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€180,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"37 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"37 GLENESKY SQUARE, PHOENIX PARK AVENUE, PHOENIX PARK RACECOURSE",Dublin 15,Dublin,"€400,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"37 The Way, Ledwill Park, Kilcock",,Kildare,"€281,938.00",New Dwelling house /Apartment
26/01/2021,"38 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"39 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"39 CAIREAL MOR, HEADFORD RD, GALWAY",,Galway,"€185,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"39 CEDARHURST ROAD, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€340,086.00",Second-Hand Dwelling house /Apartment
26/01/2021,"39 CLOONLARA SQUARE, PHOENIX PARK AVENUE, PHOENIX PARK RACECOURSE",Dublin 15,Dublin,"€360,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"39 Sika Woods, Enniskerry",,Wicklow,"€716,152.00",New Dwelling house /Apartment
26/01/2021,"4 BLAKESTOWN RD, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€285,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"4 WARREN WAY, BOYLE, ROSCOMMON",,Roscommon,"€140,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"4 WESTON CLOSE, WICKLOW, WICKLOW",,Wicklow,"€379,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"40 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€466,960.35",Second-Hand Dwelling house /Apartment
26/01/2021,"41 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"41 GLENESKY SQUARE, PHOENIX PARK AVENUE, PHOENIX PARK RACECOURSE",Dublin 15,Dublin,"€400,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"41 NEWFIELD, DROGHEDA, LOUTH",,Louth,"€197,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"42 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"43 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"43 ROSAN GLAS, RAHOON RD, GALWAY",,Galway,"€307,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"44 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€349,688.59",Second-Hand Dwelling house /Apartment
26/01/2021,"44 GLENESKY SQUARE, PHOENIX PARK AVENUE, PHOENIX PARK RACECOURSE",Dublin 15,Dublin,"€400,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"44 GRANGE PARK, DOUGLAS, CORK",,Cork,"€215,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"45 ALBEARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€349,688.59",Second-Hand Dwelling house /Apartment
26/01/2021,"45 GOLDSMITH ST, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,"€465,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"45 SANDYCOVE RD, SANDYCOVE, DUBLIN",,Dublin,"€1,285,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"46 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"47 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"48 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"49 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"49 Mill View, Ballinglanna, Glanmire",,Cork,"€262,114.00",New Dwelling house /Apartment
26/01/2021,"5 FAIRBROOK LAWN, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€610,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"5 RIVER VALLEY AVE, SWORDS, DUBLIN",,Dublin,"€360,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"50 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"51 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"51 CHAPEL COURT, SKIBBEREEN, CO. CORK",,Cork,"€110,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"52 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"52 Dodderbrook Avenue, Oldcourt Road, Ballycullen",,Dublin,"€374,500.00",New Dwelling house /Apartment
26/01/2021,"53 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin 15,Dublin,"€418,502.20",Second-Hand Dwelling house /Apartment
26/01/2021,"53 GLENESKY SQUARE, PHOENIX PARK AVENUE, PHOENIX PARK RACECOURSE",Dublin 15,Dublin,"€400,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"54 GLENESKY SQUARE, PHOENIX PARK AVENUE, PHOENIX PARK RACECOURSE",Dublin 15,Dublin,"€400,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"6  Kilcarn Woods, Johnstown Village, Navan",,Meath,"€330,396.00",New Dwelling house /Apartment
26/01/2021,"6 BALALLY DRIVE, DUNDRUM, DUBLIN 14",,Dublin,"€570,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"6 BALLYTRUCKLE GREEN, WATERFORD, WATERFORD",,Waterford,"€78,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"6 DRUMCOURA LAKE RESORT, DERRYGOAN, BALLINAMORE",,Leitrim,"€148,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"6 Graydon Way, Newcastle",,Dublin,"€321,585.00",New Dwelling house /Apartment
26/01/2021,"62 STEPASIDE PARK, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,"€780,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"63 Castlewellan Park, Aghards Road, Celbridge",,Kildare,"€383,215.00",New Dwelling house /Apartment
26/01/2021,"63 OAK RD, DONNYCARNEY, DUBLIN 9",Dublin 9,Dublin,"€195,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"68 BRIDGE STREET, SKIBBEREEN, CO CORK",,Cork,"€65,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"7 CLOONLARA SQUARE, PHOENIX PARK AVENUE, PHOENIX PARK RACECOURSE",Dublin 15,Dublin,"€360,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"7 ERNE DALE, BALLYSHANNON, CO DONEGAL",,Donegal,"€56,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"8 BELMAYNE PARK NORTH, BALGRIFFIN, DUBLIN 13",Dublin 13,Dublin,"€210,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"8 CAMIRA CT, CRATLOE COURT CAHERDAVIN, LIMERICK",,Limerick,"€150,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"8 EDEN PARK AVE, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€608,000.00",New Dwelling house /Apartment
26/01/2021,"8 LENABOY AVE, SALTHILL, GALWAY",,Galway,"€280,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"8 OAK HALL, THE HILL, MALAHIDE",,Dublin,"€592,023.90",Second-Hand Dwelling house /Apartment
26/01/2021,"8 OLIVER PLUNKETT PLACE, CHARLEVILLE, CORK",,Cork,"€109,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"80 BOROIMHE HAZEL, SWORDS, DUBLIN",,Dublin,"€317,500.00",Second-Hand Dwelling house /Apartment
26/01/2021,"86 BROOKLANDS CLANE, KILDARE",,Kildare,"€440,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"9 CLUAIN AIRNE, CLYBAUN RD, KNOCKNACARRA",,Galway,"€375,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"9 CROYDON GREEN, MARINO, DUBLIN 3",Dublin 3,Dublin,"€454,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"9 MILFORD, ELM PARK, SARSFIELD RD",,Cork,"€344,500.00",Second-Hand Dwelling house /Apartment
26/01/2021,"96 GLEANN NA RI, VALLEY AVE, DRUID VALLEY DUBLIN 18",Dublin 18,Dublin,"€270,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"98 WESTGATE, CORNMARKET, DUBLIN 8",Dublin 8,Dublin,"€250,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"APT 3 RIDGE HALL BALLYBRACK, KILLINEY, DUBLIN",,Dublin,"€285,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"AUGHAVOHIL, KINLOUGH, COUNTY LEITRIM",,Leitrim,"€12,500.00",Second-Hand Dwelling house /Apartment
26/01/2021,"BILLISTOWN, DELVIN, CO WESTMEATH",,Westmeath,"€160,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"BOARHEENY, PALLASGREEN, CO LIMERICK",,Limerick,"€50,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"CLIFF HOUSE, CHURCH RD, WATERFORD",,Waterford,"€270,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"CLOUNMACON, LISTOWEL, KERRY",,Kerry,"€75,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"CORBALLY WEST, ELPHIN, ROSCOMMON",,Roscommon,"€189,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"CRUSHROD AVENUE, DROGHEDA, CO LOUTH",,Louth,"€600,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"DERRY, LAHINCH, CLARE",,Clare,"€232,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"DRUMNASKEAGH, BALLYMALEEL, LETTERKENNY",,Donegal,"€150,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"DUN DHOIGHRE, 336 TONLEGEE RD, RAHENY",Dublin 5,Dublin,"€365,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"GLIN SOUTH, DINGLE, KERRY",,Kerry,"€150,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"GURTEEN CROSS, GURTEEN, COUNTY SLIGO",,Sligo,"€80,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"KILLOLA, ROSSCAHILL, CO GALWAY",,Galway,"€295,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"KNOCKANISH, BALLYROE, TRALEE",,Kerry,"€400,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"KYLEMORE, TIVOLI ESTATE, TIVOLI",,Cork,"€550,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"MILLBURN, CASTLEFIN, CO. DONEGAL",,Donegal,"€30,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"MONEYCROSS UPPER, LESKINFERE, GOREY",,Wexford,"€267,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"MT SUDI, LEITRIM RD, CARRICK ON SHANNON",,Leitrim,"€150,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"Mulnamin More, Glenties",,Donegal,"€142,500.00",New Dwelling house /Apartment
26/01/2021,"MULRICK, LOCH GOWNA, CO CAVAN",,Cavan,"€180,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"NEW LODGE, MONASTEREVIN, KILDARE",,Kildare,"€250,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"NO 4 KILADREENAN, DUCKWALK, NEWTOWNMOUNTKENNEDY",,Wicklow,"€307,500.00",Second-Hand Dwelling house /Apartment
26/01/2021,"PILMORE, YOUGHAL, CO CORK",,Cork,"€115,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"RUSHBORO, IRISHTOWN, MOUNTMELLICK",,Laois,"€190,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"ST MARYS RD, NEWCASTLE WEST, LIMERICK",,Limerick,"€110,400.00",Second-Hand Dwelling house /Apartment
26/01/2021,"ST MARYS RD, SHRULE, MAYO",,Mayo,"€170,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"STONEYHIGH, GORTLAND ROE, NENAGH",,Tipperary,"€377,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"TAGHEEN, CLOONKEEN, CLAREMORRIS",,Mayo,"€118,750.00",Second-Hand Dwelling house /Apartment
26/01/2021,"THE COTTAGE, BALLINA, COUNTY TIPPERARY",,Tipperary,"€100,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"THE SQUARE, MAIN STREET, BALLINGARRY",,Limerick,"€31,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"TOOMALINE UPPER, DOON, CO LIMERICK",,Limerick,"€40,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"UNIT 1, THE CANDY STORE, PEARSE ROAD",,Sligo,"€60,000.00",Second-Hand Dwelling house /Apartment
26/01/2021,"WOODVIEW, KILLESHIN RD, CARLOW",,Carlow,"€241,666.81",Second-Hand Dwelling house /Apartment
27/01/2021,"1 BLACKWATER PARK, NAVAN, MEATH",,Meath,"€285,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"1 DRUMLEASE, DROMAHAIR, LEITRIM",,Leitrim,"€95,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"1 PARKSIDE, WEXFORD",,Wexford,"€200,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"1 WINDEMERE, GRANGE ROAD, CLONSILLA",,Dublin,"€390,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"10 Gort na Carraige, Bearna",,Galway,"€396,475.72",New Dwelling house /Apartment
27/01/2021,"10 KENMARE BAY HOLIDAY HOMES, KENMARE BAY HOTEL SHEEN RD, KENMARE",,Kerry,"€150,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"10 PINEBROOK HEIGHTS, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€300,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"101 RIDGEPOOL, BALLINA, CO MAYO",,Mayo,"€60,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"10A KILMASHOGUE DR, GREENPARK, WALKINSTOWN DUBLIN 12",Dublin 12,Dublin,"€505,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"11 CARRIG COURT, RATHNEW, WICKLOW",,Wicklow,"€245,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"11 FOREST PARK, KILLYGORDON, LIFFORD",,Donegal,"€63,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"11 RATHGARVE GREEN, CASTLEPOLLARD, WESTMEATH",,Westmeath,"€87,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"111 Clonlara, Kerry Pike",,Cork,"€460,351.00",New Dwelling house /Apartment
27/01/2021,"12 BELFRY CLOSE, CITYWEST, DUBLIN 24",Dublin 24,Dublin,"€212,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"12 RACECOURSE LAWN, RACECOURSE HILL, CLIFDEN",,Galway,"€122,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"12 ST BRIDGETS TERRACE, BUNDORAN, DONEGAL",,Donegal,"€98,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"127 BREGA HAMLET LANE, BALBRIGGAN, DUBLIN",,Dublin,"€192,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"13 BROADFORD CLOSE, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,"€415,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"13 Rathgarve Green, Castlepollard",,Westmeath,"€221,200.00",New Dwelling house /Apartment
27/01/2021,"13 Steeplewoods, Carrigrohane, Cork",,Cork,"€546,255.50",New Dwelling house /Apartment
27/01/2021,"132 RINGSEND PARK, RINGSEND, DUBLIN",Dublin 4,Dublin,"€875,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"134 VIKING HARBOUR, USHERS QUAY, DUBLIN 8",Dublin 8,Dublin,"€240,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"14 CAHER SQ, CASTLEGREGORY, KERRY",,Kerry,"€198,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"14 Rathgarve Green, Castlepollard",,Westmeath,"€221,200.00",New Dwelling house /Apartment
27/01/2021,"14 TEMPLEDOWNEY, TOOMEVARA, NENAGH",,Tipperary,"€128,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"14 The Grove, Heathfield, Carriganarra",,Cork,"€334,801.00",New Dwelling house /Apartment
27/01/2021,"15 Rathgarve, Castlepollard",,Westmeath,"€211,200.00",New Dwelling house /Apartment
27/01/2021,"15 Rathgarve, Castlepollard",,Westmeath,"€211,200.00",New Dwelling house /Apartment
27/01/2021,"15 The Court, Carrickmines Manor, Glenamuck Road",,Dublin,"€497,797.35",New Dwelling house /Apartment
27/01/2021,"16 KILKILLANE COURT, TEMPLEMORE, TIPPERARY",,Tipperary,"€160,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"16 MARYS RD, DUNDALK, LOUTH",,Louth,"€150,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"17 CONVENT GARDENS, BLACKROCK VILLAS, BLACKROCK",,Cork,"€453,744.00",New Dwelling house /Apartment
27/01/2021,"17 PINE GROVE, FIRHOUSE RD, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,"€350,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"17 QUAY ST, SKERRIES, DUBLIN",,Dublin,"€428,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"17 STATIONCOURT VIEW, COOLMINE, DUBLIN 15",Dublin 15,Dublin,"€253,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"18 PALMERSTON PLACE, MOUNTJOY ST MIDDLE, DUBLIN 7",Dublin 7,Dublin,"€490,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"2 BRACKINRAINEY WOOD, LONGWOOD, CO. MEATH",,Meath,"€215,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"2 HADDON COURT, HADDON RD, CLONTARF DUBLIN 3",Dublin 3,Dublin,"€315,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"2 ROSEBANK, PRESTON LANE, RAHARDRUM VIRGINIA",,Cavan,"€162,500.00",Second-Hand Dwelling house /Apartment
27/01/2021,"2 SHARMAN CRAWFORD ST, CORK, CORK",,Cork,"€250,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"2 The Close, An Glasán, Greenville Lane",,Wexford,"€180,025.00",New Dwelling house /Apartment
27/01/2021,"21 BAGGOT RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€390,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"21 BECTIVE PARK, KILMESSAN, MEATH",,Meath,"€230,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"22 MALIN AVE, ARDKEEN VILLAGE, WATERFORD",,Waterford,"€235,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"23 Gandon Place, Gandon Park, Lucan",,Dublin,"€339,200.00",New Dwelling house /Apartment
27/01/2021,"23 THE COURT, WOODPARK, BALLINTEER",Dublin 16,Dublin,"€550,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"25 ARD AOIBHINN, STATION RD, ROSSLARE",,Wexford,"€115,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"25 LINENHALL ST, SMITHFIELD, DUBLIN 7",Dublin 7,Dublin,"€325,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"25 THE LONG WALK, GALWAY, GALWAY",,Galway,"€520,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"27 DRUIDS AVE, DRUIDS GLEN RESORT, NEWTOWNMOUNTKENNEDY",,Wicklow,"€310,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"27 Maple Hill, Castle Heights, Kilmoney Road",,Cork,"€281,938.32",New Dwelling house /Apartment
27/01/2021,"27 The Oaks, Ballinahinch Woods, Ashford",,Wicklow,"€385,000.00",New Dwelling house /Apartment
27/01/2021,"28 SILK PARK, PLATIN RD, DROGHEDA",,Louth,"€240,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"288 ST MARYS GREEN, COLLOONEY, SLIGO",,Sligo,"€95,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"3 DUNGAR TERRACE, DUN LAOGHAIRE, CO. DUBLIN",,Dublin,"€736,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"3 GREEN STREET, ROSCREA, CO. TIPPERARY",,Tipperary,"€105,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"3 MEADOWBANK ROW, MILLER GLEN, SWORDS",,Dublin,"€358,407.07",New Dwelling house /Apartment
27/01/2021,"3 Poodle View, Poodle Park, Kimmage",,Dublin,"€440,528.63",New Dwelling house /Apartment
27/01/2021,"3 ROSEMOUNT VIEW, ROSEMOUNT FARM, CAHIR",,Tipperary,"€135,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"30 CHERRYHILL COURT KELLS, MEATH",,Meath,"€199,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"30 VICTORIA AVE, BALLINLOUGH, CORK",,Cork,"€200,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"32 HIGHFIELD CRESCENT, GREENANE, KANTURK",,Cork,"€139,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"32 MARIAN PLACE, CAHERCIVEEN, KERRY",,Kerry,"€132,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"33 DUN NA CARRAIGE, ROCKS ROAD, KINGSCOURT",,Cavan,"€185,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"33 TOWN COURT, AN TSIONNA, CO AN CHLAIR",,Clare,"€80,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"34 AYLESBURY, BALLINTEMPLE, CO CORK",,Cork,"€297,500.00",New Dwelling house /Apartment
27/01/2021,"35 ST CATHERINES DR, RUSH, DUBLIN",,Dublin,"€240,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"36 WINDMILL PARK, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€295,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"37 ROSSBRACKEN, SHANNON, CLARE",,Clare,"€125,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"38 DUN NA CARRAIGE, ROCKS ROAD, KINGSCOURT",,Cavan,"€195,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"4 CASTLE DRIVE, KILMINCHY, PORTLAOISE",,Laois,"€122,500.00",Second-Hand Dwelling house /Apartment
27/01/2021,"4 Graydon  Way, Newcastle",,Dublin,"€321,585.90",New Dwelling house /Apartment
27/01/2021,"4 HOLLOW CLOSE, OAKVIEW VILLAGE, TRALEE",,Kerry,"€192,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"4 NORTHTHUMBERLAND COURT, HADDINGTON RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€575,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"4 SLADE CASTLE LANE, SAGGART, CO DUBLIN",,Dublin,"€227,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"4 WESTENRA TERRACE, MONAGHAN, CO MONAGHAN",,Monaghan,"€180,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"41 EATON TERRACE, EATON DR, RATHCOOLE",Dublin 24,Dublin,"€210,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"44 MONALEEN HEIGHTS, CASTLETROY, LIMERICK",,Limerick,"€356,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"48 KENNELSFORT RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,"€220,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"49 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€438,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"49 LISMORE PARK, WATERFORD, WATERFORD",,Waterford,"€180,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"5 Hallwell Lane, Hallwell, Adamstown",,Dublin,"€345,749.00",New Dwelling house /Apartment
27/01/2021,"50 CARRAIG ABHAINN, BALLISODARE, CO SLIGO",,Sligo,"€215,000.00",New Dwelling house /Apartment
27/01/2021,"51 CRESTON AVE, MEAKSTOWN, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€252,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"56 Brookfield, Back Road, Malahide",,Dublin,"€615,859.00",New Dwelling house /Apartment
27/01/2021,"56 FLAXFIELD, CONVOY, DONEGAL",,Donegal,"€91,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"56 NEWBOROUGH, GOREY, CO WEXFORD",,Wexford,"€185,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"58 BELMONT HALL, MOUNTJOY SQUARE, DUBLIN 1",,Dublin,"€225,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"6 KING'S CRESCENT, ARTHURSTOWN, NEW ROSS",,Wexford,"€141,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"6 OAK PARK, NARRAGHMORE, ATHY",,Kildare,"€404,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"61 THE PUNCHBOWL, ENNIS ROAD, GORT",,Galway,"€165,000.00",New Dwelling house /Apartment
27/01/2021,"63 STATION LANE, SWELLAN, CAVAN",,Cavan,"€152,500.00",Second-Hand Dwelling house /Apartment
27/01/2021,"693 SOUTH CIRCULAR ROAD, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,"€620,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"7 BRAMBLE RISE, KILLYNEBBER, CAVAN",,Cavan,"€132,000.00",New Dwelling house /Apartment
27/01/2021,"7 CLOUGHCARRIGEEN, KILSHEELAN, TIPPERARY",,Tipperary,"€275,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"7 FAIRWAYS, DONABATE, DUBLIN",,Dublin,"€330,000.00",Second-Hand Dwelling house /Apartment
27/01/2021,"7 KENMARE BAY HOLIDAY HOMES, KENMARE BAY HOTEL SHEEN RD, KENMARE",,Kerry,"€150,000.00",Second-Hand Dwelling house /Apartment
